date,hour,total_alerts,critical_alerts,noise_alerts,unique_rooms,hour_label,export_period
2025-04-16,11,7,1,3,4,11:00,2025-04_to_2025-07
2025-04-16,12,1,0,0,1,12:00,2025-04_to_2025-07
2025-04-16,15,3,0,0,3,15:00,2025-04_to_2025-07
2025-04-16,16,4,0,2,3,16:00,2025-04_to_2025-07
2025-04-16,17,2,0,1,1,17:00,2025-04_to_2025-07
2025-04-16,18,4,1,0,1,18:00,2025-04_to_2025-07
2025-04-16,19,7,2,0,1,19:00,2025-04_to_2025-07
2025-04-16,20,12,2,5,5,20:00,2025-04_to_2025-07
2025-04-16,21,5,1,0,1,21:00,2025-04_to_2025-07
2025-04-16,23,9,1,5,4,23:00,2025-04_to_2025-07
2025-04-17,0,2,0,2,1,00:00,2025-04_to_2025-07
2025-04-17,1,4,2,2,1,01:00,2025-04_to_2025-07
2025-04-17,3,1,0,1,1,03:00,2025-04_to_2025-07
2025-04-17,8,13,3,5,6,08:00,2025-04_to_2025-07
2025-04-17,11,9,1,3,4,11:00,2025-04_to_2025-07
2025-04-17,12,6,1,2,1,12:00,2025-04_to_2025-07
2025-04-17,13,36,3,11,1,13:00,2025-04_to_2025-07
2025-04-17,14,28,0,5,2,14:00,2025-04_to_2025-07
2025-04-17,15,6,1,3,2,15:00,2025-04_to_2025-07
2025-04-17,16,3,0,2,3,16:00,2025-04_to_2025-07
2025-04-17,18,7,0,0,1,18:00,2025-04_to_2025-07
2025-04-17,19,1,0,0,1,19:00,2025-04_to_2025-07
2025-04-17,20,27,7,9,3,20:00,2025-04_to_2025-07
2025-04-17,22,5,0,3,1,22:00,2025-04_to_2025-07
2025-04-17,23,48,7,25,4,23:00,2025-04_to_2025-07
2025-04-18,0,3,1,2,2,00:00,2025-04_to_2025-07
2025-04-18,4,12,0,3,4,04:00,2025-04_to_2025-07
2025-04-18,7,1,0,0,1,07:00,2025-04_to_2025-07
2025-04-18,8,4,0,2,3,08:00,2025-04_to_2025-07
2025-04-18,9,5,0,5,3,09:00,2025-04_to_2025-07
2025-04-18,10,4,1,1,2,10:00,2025-04_to_2025-07
2025-04-18,11,6,0,4,2,11:00,2025-04_to_2025-07
2025-04-18,12,4,0,0,4,12:00,2025-04_to_2025-07
2025-04-18,16,23,3,6,5,16:00,2025-04_to_2025-07
2025-04-18,17,15,3,5,1,17:00,2025-04_to_2025-07
2025-04-18,18,8,4,3,1,18:00,2025-04_to_2025-07
2025-04-18,20,3,0,1,3,20:00,2025-04_to_2025-07
2025-04-18,21,6,1,2,2,21:00,2025-04_to_2025-07
2025-04-19,0,6,1,2,2,00:00,2025-04_to_2025-07
2025-04-19,3,5,1,2,2,03:00,2025-04_to_2025-07
2025-04-19,6,4,2,1,1,06:00,2025-04_to_2025-07
2025-04-19,7,7,1,1,1,07:00,2025-04_to_2025-07
2025-04-19,8,14,4,1,3,08:00,2025-04_to_2025-07
2025-04-19,9,3,0,2,1,09:00,2025-04_to_2025-07
2025-04-19,10,5,0,3,1,10:00,2025-04_to_2025-07
2025-04-19,11,16,0,9,3,11:00,2025-04_to_2025-07
2025-04-19,12,6,1,2,2,12:00,2025-04_to_2025-07
2025-04-19,13,1,0,0,1,13:00,2025-04_to_2025-07
2025-04-19,14,5,1,3,2,14:00,2025-04_to_2025-07
2025-04-19,16,5,1,1,4,16:00,2025-04_to_2025-07
2025-04-19,17,10,2,3,1,17:00,2025-04_to_2025-07
2025-04-19,19,1,0,0,1,19:00,2025-04_to_2025-07
2025-04-19,20,2,0,2,1,20:00,2025-04_to_2025-07
2025-04-19,21,11,0,6,1,21:00,2025-04_to_2025-07
2025-04-19,22,8,2,1,1,22:00,2025-04_to_2025-07
2025-04-19,23,28,2,20,1,23:00,2025-04_to_2025-07
2025-04-20,0,16,0,5,1,00:00,2025-04_to_2025-07
2025-04-20,1,4,0,2,1,01:00,2025-04_to_2025-07
2025-04-20,2,6,0,5,1,02:00,2025-04_to_2025-07
2025-04-20,3,7,1,2,1,03:00,2025-04_to_2025-07
2025-04-20,4,5,0,2,2,04:00,2025-04_to_2025-07
2025-04-20,5,17,2,8,1,05:00,2025-04_to_2025-07
2025-04-20,6,5,0,2,1,06:00,2025-04_to_2025-07
2025-04-20,7,7,0,3,1,07:00,2025-04_to_2025-07
2025-04-20,11,3,1,2,2,11:00,2025-04_to_2025-07
2025-04-20,15,1,0,0,1,15:00,2025-04_to_2025-07
2025-04-20,16,2,0,2,1,16:00,2025-04_to_2025-07
2025-04-20,19,3,0,3,2,19:00,2025-04_to_2025-07
2025-04-21,3,1,0,0,1,03:00,2025-04_to_2025-07
2025-04-21,4,2,1,0,1,04:00,2025-04_to_2025-07
2025-04-21,8,9,2,5,3,08:00,2025-04_to_2025-07
2025-04-21,12,8,0,6,5,12:00,2025-04_to_2025-07
2025-04-21,13,22,2,10,2,13:00,2025-04_to_2025-07
2025-04-21,14,111,35,41,3,14:00,2025-04_to_2025-07
2025-04-21,15,101,25,40,4,15:00,2025-04_to_2025-07
2025-04-21,16,105,10,62,6,16:00,2025-04_to_2025-07
2025-04-21,17,97,14,57,5,17:00,2025-04_to_2025-07
2025-04-21,18,29,5,16,3,18:00,2025-04_to_2025-07
2025-04-21,19,59,14,30,4,19:00,2025-04_to_2025-07
2025-04-21,20,5,0,5,2,20:00,2025-04_to_2025-07
2025-04-21,21,11,1,6,2,21:00,2025-04_to_2025-07
2025-04-21,22,32,2,17,2,22:00,2025-04_to_2025-07
2025-04-21,23,36,0,18,1,23:00,2025-04_to_2025-07
2025-04-22,0,30,2,22,1,00:00,2025-04_to_2025-07
2025-04-22,3,3,1,2,1,03:00,2025-04_to_2025-07
2025-04-22,8,1,0,0,1,08:00,2025-04_to_2025-07
2025-04-22,9,13,0,6,1,09:00,2025-04_to_2025-07
2025-04-22,10,9,1,3,2,10:00,2025-04_to_2025-07
2025-04-22,12,4,0,2,2,12:00,2025-04_to_2025-07
2025-04-22,13,2,0,1,1,13:00,2025-04_to_2025-07
2025-04-22,15,4,0,2,1,15:00,2025-04_to_2025-07
2025-04-22,16,5,0,3,2,16:00,2025-04_to_2025-07
2025-04-22,17,15,1,10,3,17:00,2025-04_to_2025-07
2025-04-22,18,10,0,7,4,18:00,2025-04_to_2025-07
2025-04-22,19,14,0,13,3,19:00,2025-04_to_2025-07
2025-04-22,20,10,0,8,2,20:00,2025-04_to_2025-07
2025-04-22,21,3,1,3,1,21:00,2025-04_to_2025-07
2025-04-22,23,6,1,3,2,23:00,2025-04_to_2025-07
2025-04-23,0,7,2,4,2,00:00,2025-04_to_2025-07
2025-04-23,3,2,0,1,2,03:00,2025-04_to_2025-07
2025-04-23,4,4,0,2,1,04:00,2025-04_to_2025-07
2025-04-23,6,1,0,1,1,06:00,2025-04_to_2025-07
2025-04-23,8,2,0,1,1,08:00,2025-04_to_2025-07
2025-04-23,11,6,0,4,2,11:00,2025-04_to_2025-07
2025-04-23,12,61,10,21,3,12:00,2025-04_to_2025-07
2025-04-23,13,62,1,23,3,13:00,2025-04_to_2025-07
2025-04-23,14,27,2,11,2,14:00,2025-04_to_2025-07
2025-04-23,15,44,4,20,3,15:00,2025-04_to_2025-07
2025-04-23,16,55,1,32,4,16:00,2025-04_to_2025-07
2025-04-23,17,50,4,18,4,17:00,2025-04_to_2025-07
2025-04-23,18,29,0,16,3,18:00,2025-04_to_2025-07
2025-04-23,19,42,2,21,6,19:00,2025-04_to_2025-07
2025-04-23,20,37,4,17,3,20:00,2025-04_to_2025-07
2025-04-23,21,33,5,13,4,21:00,2025-04_to_2025-07
2025-04-23,22,24,1,6,3,22:00,2025-04_to_2025-07
2025-04-23,23,47,10,16,3,23:00,2025-04_to_2025-07
2025-04-24,0,18,3,3,4,00:00,2025-04_to_2025-07
2025-04-24,1,10,1,3,2,01:00,2025-04_to_2025-07
2025-04-24,2,21,1,2,1,02:00,2025-04_to_2025-07
2025-04-24,3,48,0,17,3,03:00,2025-04_to_2025-07
2025-04-24,4,31,0,14,5,04:00,2025-04_to_2025-07
2025-04-24,5,17,0,6,2,05:00,2025-04_to_2025-07
2025-04-24,6,51,0,14,2,06:00,2025-04_to_2025-07
2025-04-24,7,48,0,16,1,07:00,2025-04_to_2025-07
2025-04-24,8,41,2,24,6,08:00,2025-04_to_2025-07
2025-04-24,9,15,0,5,2,09:00,2025-04_to_2025-07
2025-04-24,10,27,2,7,4,10:00,2025-04_to_2025-07
2025-04-24,11,29,5,13,6,11:00,2025-04_to_2025-07
2025-04-24,12,39,4,12,3,12:00,2025-04_to_2025-07
2025-04-24,13,16,2,2,2,13:00,2025-04_to_2025-07
2025-04-24,14,2,1,0,2,14:00,2025-04_to_2025-07
2025-04-24,15,40,17,12,3,15:00,2025-04_to_2025-07
2025-04-24,18,4,2,0,1,18:00,2025-04_to_2025-07
2025-04-24,19,1,0,1,1,19:00,2025-04_to_2025-07
2025-04-24,20,9,0,1,6,20:00,2025-04_to_2025-07
2025-04-24,22,1,0,1,1,22:00,2025-04_to_2025-07
2025-04-24,23,4,0,4,3,23:00,2025-04_to_2025-07
2025-04-25,0,7,0,6,2,00:00,2025-04_to_2025-07
2025-04-25,3,3,0,2,2,03:00,2025-04_to_2025-07
2025-04-25,4,2,0,2,1,04:00,2025-04_to_2025-07
2025-04-25,7,8,1,3,4,07:00,2025-04_to_2025-07
2025-04-25,8,32,3,14,7,08:00,2025-04_to_2025-07
2025-04-25,9,1,0,1,1,09:00,2025-04_to_2025-07
2025-04-25,11,18,1,7,7,11:00,2025-04_to_2025-07
2025-04-25,12,7,0,2,3,12:00,2025-04_to_2025-07
2025-04-25,13,14,1,6,3,13:00,2025-04_to_2025-07
2025-04-25,14,7,0,1,2,14:00,2025-04_to_2025-07
2025-04-25,15,49,1,25,5,15:00,2025-04_to_2025-07
2025-04-25,16,49,0,29,5,16:00,2025-04_to_2025-07
2025-04-25,17,39,4,18,4,17:00,2025-04_to_2025-07
2025-04-25,18,8,0,1,2,18:00,2025-04_to_2025-07
2025-04-25,19,4,0,1,1,19:00,2025-04_to_2025-07
2025-04-25,20,12,0,8,5,20:00,2025-04_to_2025-07
2025-04-25,21,40,5,12,2,21:00,2025-04_to_2025-07
2025-04-25,23,8,0,4,4,23:00,2025-04_to_2025-07
2025-04-26,0,5,0,2,3,00:00,2025-04_to_2025-07
2025-04-26,4,12,0,2,5,04:00,2025-04_to_2025-07
2025-04-26,6,14,0,8,1,06:00,2025-04_to_2025-07
2025-04-26,7,7,2,1,2,07:00,2025-04_to_2025-07
2025-04-26,8,21,0,15,5,08:00,2025-04_to_2025-07
2025-04-26,9,15,4,3,1,09:00,2025-04_to_2025-07
2025-04-26,11,7,0,2,4,11:00,2025-04_to_2025-07
2025-04-26,12,2,0,0,1,12:00,2025-04_to_2025-07
2025-04-26,14,7,0,1,1,14:00,2025-04_to_2025-07
2025-04-26,15,10,0,1,1,15:00,2025-04_to_2025-07
2025-04-26,16,14,0,2,2,16:00,2025-04_to_2025-07
2025-04-26,17,2,0,1,1,17:00,2025-04_to_2025-07
2025-04-26,18,1,0,0,1,18:00,2025-04_to_2025-07
2025-04-26,19,6,1,4,3,19:00,2025-04_to_2025-07
2025-04-26,20,3,0,2,1,20:00,2025-04_to_2025-07
2025-04-26,21,6,0,4,1,21:00,2025-04_to_2025-07
2025-04-26,22,11,0,4,2,22:00,2025-04_to_2025-07
2025-04-26,23,20,3,7,4,23:00,2025-04_to_2025-07
2025-04-27,0,17,0,13,1,00:00,2025-04_to_2025-07
2025-04-27,1,3,1,0,1,01:00,2025-04_to_2025-07
2025-04-27,2,2,0,2,1,02:00,2025-04_to_2025-07
2025-04-27,3,3,0,1,3,03:00,2025-04_to_2025-07
2025-04-27,4,4,0,4,2,04:00,2025-04_to_2025-07
2025-04-27,5,2,0,2,1,05:00,2025-04_to_2025-07
2025-04-27,6,2,0,1,2,06:00,2025-04_to_2025-07
2025-04-27,7,10,2,4,2,07:00,2025-04_to_2025-07
2025-04-27,8,3,0,2,2,08:00,2025-04_to_2025-07
2025-04-27,9,5,1,4,1,09:00,2025-04_to_2025-07
2025-04-27,10,1,0,1,1,10:00,2025-04_to_2025-07
2025-04-27,11,7,1,5,4,11:00,2025-04_to_2025-07
2025-04-27,13,5,0,5,2,13:00,2025-04_to_2025-07
2025-04-27,14,2,0,2,1,14:00,2025-04_to_2025-07
2025-04-27,16,5,0,0,2,16:00,2025-04_to_2025-07
2025-04-27,18,16,3,1,1,18:00,2025-04_to_2025-07
2025-04-27,19,21,2,4,1,19:00,2025-04_to_2025-07
2025-04-27,23,1,0,1,1,23:00,2025-04_to_2025-07
2025-04-28,7,3,0,0,1,07:00,2025-04_to_2025-07
2025-04-28,8,56,9,23,3,08:00,2025-04_to_2025-07
2025-04-28,9,33,2,13,4,09:00,2025-04_to_2025-07
2025-04-28,10,11,0,7,1,10:00,2025-04_to_2025-07
2025-04-28,12,8,0,4,3,12:00,2025-04_to_2025-07
2025-04-28,13,31,2,18,2,13:00,2025-04_to_2025-07
2025-04-28,14,25,1,17,4,14:00,2025-04_to_2025-07
2025-04-28,15,42,1,30,3,15:00,2025-04_to_2025-07
2025-04-28,16,6,0,2,1,16:00,2025-04_to_2025-07
2025-04-28,17,63,1,40,1,17:00,2025-04_to_2025-07
2025-04-28,18,47,3,30,1,18:00,2025-04_to_2025-07
2025-04-28,19,26,2,15,2,19:00,2025-04_to_2025-07
2025-04-28,20,24,1,7,3,20:00,2025-04_to_2025-07
2025-04-28,21,4,0,2,1,21:00,2025-04_to_2025-07
2025-04-28,22,5,0,2,1,22:00,2025-04_to_2025-07
2025-04-28,23,6,0,5,2,23:00,2025-04_to_2025-07
2025-04-29,0,8,0,4,1,00:00,2025-04_to_2025-07
2025-04-29,1,1,0,1,1,01:00,2025-04_to_2025-07
2025-04-29,3,3,1,0,1,03:00,2025-04_to_2025-07
2025-04-29,4,2,0,0,1,04:00,2025-04_to_2025-07
2025-04-29,5,1,0,0,1,05:00,2025-04_to_2025-07
2025-04-29,6,1,0,0,1,06:00,2025-04_to_2025-07
2025-04-29,7,5,0,1,2,07:00,2025-04_to_2025-07
2025-04-29,8,5,1,4,3,08:00,2025-04_to_2025-07
2025-04-29,11,5,0,3,3,11:00,2025-04_to_2025-07
2025-04-29,12,2,0,2,1,12:00,2025-04_to_2025-07
2025-04-29,13,16,0,9,5,13:00,2025-04_to_2025-07
2025-04-29,14,21,0,7,4,14:00,2025-04_to_2025-07
2025-04-29,15,5,0,2,2,15:00,2025-04_to_2025-07
2025-04-29,16,22,2,9,5,16:00,2025-04_to_2025-07
2025-04-29,17,1,0,0,1,17:00,2025-04_to_2025-07
2025-04-29,18,1,0,1,1,18:00,2025-04_to_2025-07
2025-04-29,19,7,2,2,1,19:00,2025-04_to_2025-07
2025-04-30,7,3,0,2,1,07:00,2025-04_to_2025-07
2025-04-30,8,5,0,0,2,08:00,2025-04_to_2025-07
2025-04-30,9,1,0,1,1,09:00,2025-04_to_2025-07
2025-04-30,11,11,2,6,3,11:00,2025-04_to_2025-07
2025-04-30,13,1,0,0,1,13:00,2025-04_to_2025-07
2025-04-30,14,3,0,2,1,14:00,2025-04_to_2025-07
2025-04-30,15,10,1,5,4,15:00,2025-04_to_2025-07
2025-04-30,16,2,0,1,2,16:00,2025-04_to_2025-07
2025-04-30,17,1,0,1,1,17:00,2025-04_to_2025-07
2025-04-30,18,15,2,7,2,18:00,2025-04_to_2025-07
2025-04-30,19,33,3,10,5,19:00,2025-04_to_2025-07
2025-04-30,20,7,2,3,2,20:00,2025-04_to_2025-07
2025-04-30,21,16,5,6,2,21:00,2025-04_to_2025-07
2025-04-30,22,1,0,1,1,22:00,2025-04_to_2025-07
2025-04-30,23,15,2,7,6,23:00,2025-04_to_2025-07
2025-05-01,0,5,1,2,1,00:00,2025-04_to_2025-07
2025-05-01,1,7,0,3,2,01:00,2025-04_to_2025-07
2025-05-01,2,9,1,4,1,02:00,2025-04_to_2025-07
2025-05-01,3,7,0,4,4,03:00,2025-04_to_2025-07
2025-05-01,4,1,0,1,1,04:00,2025-04_to_2025-07
2025-05-01,5,6,0,4,2,05:00,2025-04_to_2025-07
2025-05-01,7,11,2,7,3,07:00,2025-04_to_2025-07
2025-05-01,8,6,1,5,3,08:00,2025-04_to_2025-07
2025-05-01,9,1,0,0,1,09:00,2025-04_to_2025-07
2025-05-01,10,2,0,0,2,10:00,2025-04_to_2025-07
2025-05-01,11,14,3,5,2,11:00,2025-04_to_2025-07
2025-05-01,12,6,1,2,3,12:00,2025-04_to_2025-07
2025-05-01,13,5,0,4,1,13:00,2025-04_to_2025-07
2025-05-01,14,3,0,3,1,14:00,2025-04_to_2025-07
2025-05-01,15,5,0,0,3,15:00,2025-04_to_2025-07
2025-05-01,16,3,0,1,2,16:00,2025-04_to_2025-07
2025-05-01,19,7,2,3,2,19:00,2025-04_to_2025-07
2025-05-01,20,1,0,1,1,20:00,2025-04_to_2025-07
2025-05-01,22,3,1,0,1,22:00,2025-04_to_2025-07
2025-05-01,23,5,0,2,2,23:00,2025-04_to_2025-07
2025-05-02,0,20,3,6,5,00:00,2025-04_to_2025-07
2025-05-02,1,20,1,9,2,01:00,2025-04_to_2025-07
2025-05-02,4,15,1,7,5,04:00,2025-04_to_2025-07
2025-05-02,5,5,0,4,1,05:00,2025-04_to_2025-07
2025-05-02,6,1,0,1,1,06:00,2025-04_to_2025-07
2025-05-02,7,3,0,2,2,07:00,2025-04_to_2025-07
2025-05-02,8,19,1,10,6,08:00,2025-04_to_2025-07
2025-05-02,9,1,0,1,1,09:00,2025-04_to_2025-07
2025-05-02,11,6,0,2,2,11:00,2025-04_to_2025-07
2025-05-02,12,5,0,1,1,12:00,2025-04_to_2025-07
2025-05-02,16,9,0,2,4,16:00,2025-04_to_2025-07
2025-05-02,19,5,0,1,3,19:00,2025-04_to_2025-07
2025-05-02,20,1,0,0,1,20:00,2025-04_to_2025-07
2025-05-02,21,1,0,1,1,21:00,2025-04_to_2025-07
2025-05-02,22,15,3,4,1,22:00,2025-04_to_2025-07
2025-05-02,23,7,0,5,2,23:00,2025-04_to_2025-07
2025-05-03,3,5,2,4,2,03:00,2025-04_to_2025-07
2025-05-03,6,2,0,1,1,06:00,2025-04_to_2025-07
2025-05-03,8,5,1,2,3,08:00,2025-04_to_2025-07
2025-05-03,11,7,0,7,5,11:00,2025-04_to_2025-07
2025-05-03,12,23,1,13,3,12:00,2025-04_to_2025-07
2025-05-03,13,100,1,60,2,13:00,2025-04_to_2025-07
2025-05-03,14,53,0,34,1,14:00,2025-04_to_2025-07
2025-05-03,15,10,1,9,1,15:00,2025-04_to_2025-07
2025-05-03,16,25,3,11,5,16:00,2025-04_to_2025-07
2025-05-03,17,2,0,0,1,17:00,2025-04_to_2025-07
2025-05-03,19,1,0,1,1,19:00,2025-04_to_2025-07
2025-05-03,20,6,0,3,2,20:00,2025-04_to_2025-07
2025-05-03,23,3,0,3,1,23:00,2025-04_to_2025-07
2025-05-04,0,4,1,2,2,00:00,2025-04_to_2025-07
2025-05-04,3,2,0,0,1,03:00,2025-04_to_2025-07
2025-05-04,7,2,0,0,1,07:00,2025-04_to_2025-07
2025-05-04,11,3,1,0,2,11:00,2025-04_to_2025-07
2025-05-04,12,2,0,0,2,12:00,2025-04_to_2025-07
2025-05-04,15,2,0,0,1,15:00,2025-04_to_2025-07
2025-05-04,16,2,0,0,1,16:00,2025-04_to_2025-07
2025-05-04,19,1,0,0,1,19:00,2025-04_to_2025-07
2025-05-05,7,5,1,1,1,07:00,2025-04_to_2025-07
2025-05-05,8,1,0,0,1,08:00,2025-04_to_2025-07
2025-05-05,9,2,1,1,2,09:00,2025-04_to_2025-07
2025-05-05,12,41,5,21,2,12:00,2025-04_to_2025-07
2025-05-05,13,64,3,42,2,13:00,2025-04_to_2025-07
2025-05-05,14,56,9,27,2,14:00,2025-04_to_2025-07
2025-05-05,15,125,15,33,3,15:00,2025-04_to_2025-07
2025-05-05,16,86,2,20,2,16:00,2025-04_to_2025-07
2025-05-05,17,84,2,20,4,17:00,2025-04_to_2025-07
2025-05-05,18,27,1,8,2,18:00,2025-04_to_2025-07
2025-05-05,19,35,1,16,4,19:00,2025-04_to_2025-07
2025-05-05,20,13,2,4,2,20:00,2025-04_to_2025-07
2025-05-05,21,6,2,3,1,21:00,2025-04_to_2025-07
2025-05-05,22,2,0,1,1,22:00,2025-04_to_2025-07
2025-05-05,23,12,1,7,5,23:00,2025-04_to_2025-07
2025-05-06,4,1,0,0,1,04:00,2025-04_to_2025-07
2025-05-06,8,2,0,1,2,08:00,2025-04_to_2025-07
2025-05-06,11,3,1,2,2,11:00,2025-04_to_2025-07
2025-05-06,12,2,0,1,1,12:00,2025-04_to_2025-07
2025-05-06,15,1,0,0,1,15:00,2025-04_to_2025-07
2025-05-06,17,5,0,1,2,17:00,2025-04_to_2025-07
2025-05-06,18,2,0,2,1,18:00,2025-04_to_2025-07
2025-05-06,19,1,0,0,1,19:00,2025-04_to_2025-07
2025-05-06,20,1,0,1,1,20:00,2025-04_to_2025-07
2025-05-06,21,4,0,3,1,21:00,2025-04_to_2025-07
2025-05-07,3,1,0,1,1,03:00,2025-04_to_2025-07
2025-05-07,8,1,0,1,1,08:00,2025-04_to_2025-07
2025-05-07,9,5,0,0,2,09:00,2025-04_to_2025-07
2025-05-07,11,2,0,0,1,11:00,2025-04_to_2025-07
2025-05-07,12,8,0,1,1,12:00,2025-04_to_2025-07
2025-05-07,13,14,0,9,2,13:00,2025-04_to_2025-07
2025-05-07,14,26,1,13,3,14:00,2025-04_to_2025-07
2025-05-07,15,40,1,17,4,15:00,2025-04_to_2025-07
2025-05-07,16,16,0,8,4,16:00,2025-04_to_2025-07
2025-05-07,17,30,0,11,3,17:00,2025-04_to_2025-07
2025-05-07,18,7,1,1,2,18:00,2025-04_to_2025-07
2025-05-07,19,4,0,0,2,19:00,2025-04_to_2025-07
2025-05-07,21,11,3,2,1,21:00,2025-04_to_2025-07
2025-05-08,0,4,0,1,1,00:00,2025-04_to_2025-07
2025-05-08,4,1,0,1,1,04:00,2025-04_to_2025-07
2025-05-08,7,1,0,0,1,07:00,2025-04_to_2025-07
2025-05-08,8,2,0,1,1,08:00,2025-04_to_2025-07
2025-05-08,11,6,0,3,2,11:00,2025-04_to_2025-07
2025-05-08,12,4,0,0,1,12:00,2025-04_to_2025-07
2025-05-08,13,1,0,0,1,13:00,2025-04_to_2025-07
2025-05-08,14,1,0,0,1,14:00,2025-04_to_2025-07
2025-05-08,16,1,0,0,1,16:00,2025-04_to_2025-07
